transliterated,reference,distance,address
maiδiiōšmāi,maiδiiōišəmāi,2,"[{'id': 'Y1.9b', 'index': 3}]"
aṣ̌aōneaṣ̌ahe,,1000,"[{'id': 'Y1.9b', 'index': 4}]"
raϑβe,raϑβe,0,"[{'id': 'Y1.9b', 'index': 5}]"
,ā,1,"[{'id': 'Y1.9b', 'index': 6}]"
ńiuuaēδaiiemihaṇkāraiiemi,,1000,"[{'id': 'Y1.9c', 'index': 0}]"
paitišahiiāi,paitišhahiiāi,1,"[{'id': 'Y1.9c', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.9c', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.9c', 'index': 3}]"
raϑβe,raϑβe,0,"[{'id': 'Y1.9c', 'index': 4}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.9c', 'index': 5}, {'id': 'Y1.9d', 'index': 0}, {'id': 'Y1.9d', 'index': 1}]"
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.9d', 'index': 2}]"
aiiāϑrəmāi,aiiāϑrimāi,1,"[{'id': 'Y1.9d', 'index': 3}, {'id': 'Y1.9d', 'index': 4}]"
fraōuruuaēštrəmāi,fraōuruuaēštrimāi,1,"[{'id': 'Y1.9d', 'index': 5}]"
varəšniharəštāica,varšniharštāica,2,"[{'id': 'Y1.9d', 'index': 6}, {'id': 'Y1.9d', 'index': 7}]"
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.9d', 'index': 8}]"
aṣ̌aheraϑβe,,1000,"[{'id': 'Y1.9d', 'index': 9}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.9d', 'index': 10}, {'id': 'Y1.9e', 'index': 0}]"
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.9e', 'index': 1}, {'id': 'Y1.9e', 'index': 2}]"
maiδiiāiriiāi,maiδiiāiriiāi,0,"[{'id': 'Y1.9e', 'index': 3}]"
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.9e', 'index': 4}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.9e', 'index': 5}]"
raϑβe,raϑβe,0,"[{'id': 'Y1.9e', 'index': 6}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.9e', 'index': 7}, {'id': 'Y1.9f', 'index': 0}]"
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.9f', 'index': 1}, {'id': 'Y1.9f', 'index': 2}]"
hamaspasmaēδiiāi,hamaspaϑmaēdaiiāi,3,"[{'id': 'Y1.9f', 'index': 3}]"
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.9f', 'index': 4}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.9f', 'index': 5}]"
raϑβe,raϑβe,0,"[{'id': 'Y1.9f', 'index': 6}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.9f', 'index': 7}, {'id': 'Y1.9g', 'index': 0}, {'id': 'Y1.9g', 'index': 1}]"
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.9g', 'index': 2}]"
sarəδaēibiiō,sarəδaēibiiō,0,"[{'id': 'Y1.9g', 'index': 3}, {'id': 'Y1.9g', 'index': 4}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.9g', 'index': 5}]"
ratubiiō,ratubiiō,0,"[{'id': 'Y1.9g', 'index': 6}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.9g', 'index': 7}, {'id': 'Y1.10a', 'index': 0}, {'id': 'Y1.10a', 'index': 1}]"
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.10a', 'index': 2}]"
vīspaēibiiō,vīspaēibiiō,0,"[{'id': 'Y1.10a', 'index': 3}, {'id': 'Y1.10a', 'index': 4}]"
aēibiiō,aēibiiō,0,"[{'id': 'Y1.10a', 'index': 5}]"
ratubiiō,ratubiiō,0,"[{'id': 'Y1.10a', 'index': 6}]"
yōi,yōi,0,"[{'id': 'Y1.10a', 'index': 7}]"
həṇti,həṇti,0,"[{'id': 'Y1.10a', 'index': 8}, {'id': 'Y1.10a', 'index': 9}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.10a', 'index': 10}]"
ratauuō,ratauuō,0,"[{'id': 'Y1.10a', 'index': 11}]"
ϑraiiascaϑrisąsca,,1000,"[{'id': 'Y1.10a', 'index': 12}]"
nazdišta,nazdišta,0,"[{'id': 'Y1.10a', 'index': 13}]"
pairišhāuuanaiiō,pairišhāuuanaiiō,0,"[{'id': 'Y1.10a', 'index': 14}, {'id': 'Y1.10a', 'index': 15}]"
yōi,yōi,0,"[{'id': 'Y1.10a', 'index': 16}]"
həṇti,həṇti,0,"[{'id': 'Y1.10a', 'index': 17}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.10a', 'index': 18}, {'id': 'Y1.10a', 'index': 19}]"
yat̰,yat̰,0,"[{'id': 'Y1.10a', 'index': 20}]"
vahištahe,vahištahe,0,"[{'id': 'Y1.10a', 'index': 21}]"
mazdōfrasāsta,mazdōfrasāsta,0,"[{'id': 'Y1.10a', 'index': 22}, {'id': 'Y1.10a', 'index': 23}]"
zaraϑuštrōfraōxta,zaraϑuštrōfraōxta,0,"[{'id': 'Y1.10a', 'index': 24}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.10a', 'index': 25}, {'id': 'Y1.11a', 'index': 0}]"
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.11a', 'index': 1}]"
ahuraēibiia,ahuraēibiia,0,"[{'id': 'Y1.11a', 'index': 2}]"
miϑraēibiia,miϑraēibiia,0,"[{'id': 'Y1.11a', 'index': 3}]"
bərəzəṇbiia,bərəzaṇbiia,1,"[{'id': 'Y1.11a', 'index': 4}, {'id': 'Y1.11a', 'index': 5}]"
aiϑiiejaŋhaēibiia,aiϑiiejaŋhaēibiia,0,"[{'id': 'Y1.11a', 'index': 6}]"
aṣ̌auuanaēibiia,aṣ̌auuanaēibiia,0,"[{'id': 'Y1.11a', 'index': 7}, {'id': 'Y1.11a', 'index': 8}]"
stārąmca,stārąmca,0,"[{'id': 'Y1.11a', 'index': 9}]"
spəṇtōmaińiiauuanąm,spəṇtōmaińiiauuanąm,0,"[{'id': 'Y1.11a', 'index': 10}, {'id': 'Y1.11a', 'index': 11}]"
dāmanąm,dāmanąm,0,"[{'id': 'Y1.11a', 'index': 12}]"
tištriieheca,tištriieheca,0,"[{'id': 'Y1.11a', 'index': 13}, {'id': 'Y1.11a', 'index': 14}]"
stārō,stārō,0,"[{'id': 'Y1.11a', 'index': 15}]"
raēuuatō,raēuuatō,0,"[{'id': 'Y1.11a', 'index': 16}]"
xᵛarənaŋhatō,xᵛarənaŋᵛhatō,1,"[{'id': 'Y1.11a', 'index': 17}, {'id': 'Y1.11a', 'index': 18}]"
mā̊ŋhaheca,mā̊ŋhaheca,0,"[{'id': 'Y1.11a', 'index': 19}]"
gaōciϑrahe,gaōciϑrahe,0,"[{'id': 'Y1.11a', 'index': 20}, {'id': 'Y1.11a', 'index': 21}]"
huuarəca,huuarəca,0,"[{'id': 'Y1.11a', 'index': 22}]"
xšaētahe,xšaētahe,0,"[{'id': 'Y1.11a', 'index': 23}]"
auruuat̰aspahe,auruuat̰aspahe,0,"[{'id': 'Y1.11a', 'index': 24}, {'id': 'Y1.11a', 'index': 25}]"
dōiϑrahe,dōiϑrahe,0,"[{'id': 'Y1.11a', 'index': 26}]"
ahurahe,ahurahe,0,"[{'id': 'Y1.11a', 'index': 27}, {'id': 'Y1.11a', 'index': 28}]"
mazdā̊,mazdā̊,0,"[{'id': 'Y1.11a', 'index': 29}]"
miϑrahe,miϑrahe,0,"[{'id': 'Y1.11a', 'index': 30}]"
dax́iiunąm,dax́iiunąm,0,"[{'id': 'Y1.11a', 'index': 31}]"
daiŋ́hupatōiš,daiŋ́hupatōiš,0,"[{'id': 'Y1.11a', 'index': 32}]"
,ā,1,"[{'id': 'Y1.11a', 'index': 33}]"
ńiuuaēδaiiemihaṇkāraiiemi,,1000,"[{'id': 'Y1.12a', 'index': 0}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.13a', 'index': 0}, {'id': 'Y1.13a', 'index': 1}]"
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.13a', 'index': 2}]"
tauuaāϑrō,jauuarō,3,"[{'id': 'Y1.13a', 'index': 3}]"
ahurahe,ahurahe,0,"[{'id': 'Y1.13a', 'index': 4}]"
mazdā̊,mazdā̊,0,"[{'id': 'Y1.13a', 'index': 5}]"
puϑra,puϑra,0,"[{'id': 'Y1.13a', 'index': 6}]"
mat̰,mat̰,0,"[{'id': 'Y1.13a', 'index': 7}, {'id': 'Y1.13a', 'index': 8}]"
vīspaēibiiō,vīspaēibiiō,0,"[{'id': 'Y1.13a', 'index': 9}]"
ātərəbiiō,ātərəbiiō,0,"[{'id': 'Y1.13a', 'index': 10}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.13a', 'index': 11}, {'id': 'Y1.13b', 'index': 0}, {'id': 'Y1.13b', 'index': 1}]"
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.13b', 'index': 2}]"
aiβiiōvaŋhībiiō,,1000,"[{'id': 'Y1.13b', 'index': 3}]"
vīspanąmca,vīspanąmca,0,"[{'id': 'Y1.13b', 'index': 4}]"
apąm,apąm,0,"[{'id': 'Y1.13b', 'index': 5}]"
mazdaδātanąm,mazdaδātanąm,0,"[{'id': 'Y1.13b', 'index': 6}, {'id': 'Y1.13b', 'index': 7}]"
vīspanąmca,vīspanąmca,0,"[{'id': 'Y1.13b', 'index': 8}]"
uruuaranąm,uruuaranąm,0,"[{'id': 'Y1.13b', 'index': 9}, {'id': 'Y1.13b', 'index': 10}]"
mazdaδātanąm,mazdaδātanąm,0,"[{'id': 'Y1.13b', 'index': 11}]"
,ā,1,"[{'id': 'Y1.13b', 'index': 12}]"
ńiuuaēδaiiemihaṇkāraiiemi,,1000,"[{'id': 'Y1.14a', 'index': 0}]"
mąϑrahe,mąϑrahe,0,"[{'id': 'Y1.14a', 'index': 1}]"
spəṇtahe,spəṇtahe,0,"[{'id': 'Y1.14a', 'index': 2}, {'id': 'Y1.14a', 'index': 3}]"
aṣ̌aōnō,aṣ̌aōnō,0,"[{'id': 'Y1.14a', 'index': 4}]"
varəzaiiaŋhahe,vərəziiaŋᵛhahe,3,"[{'id': 'Y1.14a', 'index': 5}]"
dātahe,dātahe,0,"[{'id': 'Y1.14a', 'index': 6}, {'id': 'Y1.14a', 'index': 7}]"
vīdaēuuahe,vīdaēuuahe,0,"[{'id': 'Y1.14a', 'index': 8}]"
dātahe,dātahe,0,"[{'id': 'Y1.14a', 'index': 9}]"
zaraϑuštrōiš,zaraϑuštrōiš,0,"[{'id': 'Y1.14a', 'index': 10}, {'id': 'Y1.14a', 'index': 11}]"
darəγaiiā̊,darəγaiiā̊,0,"[{'id': 'Y1.14a', 'index': 12}]"
upaiianaiiā̊,upaiianaiiā̊,0,"[{'id': 'Y1.14a', 'index': 13}]"
daēnaiiā̊,daēnaiiā̊,0,"[{'id': 'Y1.14a', 'index': 14}, {'id': 'Y1.14a', 'index': 15}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y1.14a', 'index': 16}]"
māzdaiiasnōiš,māzdaiiasnōiš,0,"[{'id': 'Y1.14a', 'index': 17}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.14a', 'index': 18}, {'id': 'Y1.15a', 'index': 0}]"
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.15a', 'index': 1}]"
garōiš,garōiš,0,"[{'id': 'Y1.15a', 'index': 2}, {'id': 'Y1.15a', 'index': 3}]"
ušidarənahe,ušidarənahe,0,"[{'id': 'Y1.15a', 'index': 4}]"
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y1.15a', 'index': 5}, {'id': 'Y1.15a', 'index': 6}]"
aṣ̌axᵛāϑrahe,aṣ̌axᵛāϑrahe,0,"[{'id': 'Y1.15a', 'index': 7}]"
vīspaēšąmca,vīspaēšąmca,0,"[{'id': 'Y1.15a', 'index': 8}, {'id': 'Y1.15a', 'index': 9}]"
gairinąm,gairinąm,0,"[{'id': 'Y1.15a', 'index': 10}]"
aṣ̌axᵛāϑranąm,aṣ̌axᵛāϑranąm,0,"[{'id': 'Y1.15a', 'index': 11}]"
pouruxᵛāϑranąm,pouruxᵛāϑranąm,0,"[{'id': 'Y1.15a', 'index': 12}, {'id': 'Y1.15a', 'index': 13}]"
mazdaδātanąm,mazdaδātanąm,0,"[{'id': 'Y1.15a', 'index': 14}]"
kāuuaiieheca,kāuuaiieheca,0,"[{'id': 'Y1.15a', 'index': 15}, {'id': 'Y1.15a', 'index': 16}]"
xᵛarənaŋᵛhō,xᵛarənaŋhō,1,"[{'id': 'Y1.15a', 'index': 17}]"
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y1.15a', 'index': 18}, {'id': 'Y1.15a', 'index': 19}]"
axᵛarətaheca,axᵛarətaheca,0,"[{'id': 'Y1.15a', 'index': 20}]"
xᵛarənaŋᵛhō,xᵛarənaŋhō,1,"[{'id': 'Y1.15a', 'index': 21}]"
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y1.15a', 'index': 22}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.15a', 'index': 23}, {'id': 'Y1.15b', 'index': 0}]"
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.15b', 'index': 1}, {'id': 'Y1.15b', 'index': 2}]"
aṣ̌aōiš,aṣ̌ōiš,1,"[{'id': 'Y1.15b', 'index': 3}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y1.15b', 'index': 4}, {'id': 'Y1.15b', 'index': 5}]"
cistōiš,cistōiš,0,"[{'id': 'Y1.15b', 'index': 6}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y1.15b', 'index': 7}]"
ərəϑə̄,ərəϑə̄,0,"[{'id': 'Y1.15b', 'index': 8}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y1.15b', 'index': 9}, {'id': 'Y1.15b', 'index': 10}]"
rasąstātō,rasąstātō,0,"[{'id': 'Y1.15b', 'index': 11}]"
vaŋhuiiā̊xᵛarənaŋhō,,1000,"[{'id': 'Y1.15b', 'index': 12}]"
sauuaŋ́hō,sauuaŋhō,1,"[{'id': 'Y1.15b', 'index': 13}]"
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y1.15b', 'index': 14}, {'id': 'Y1.15b', 'index': 15}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.15b', 'index': 16}, {'id': 'Y1.16a', 'index': 0}]"
haṇkāraiiemidahmiiā̊,,1000,"[{'id': 'Y1.16a', 'index': 1}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y1.16a', 'index': 2}]"
āfritōiš,āfritōiš,0,"[{'id': 'Y1.16a', 'index': 3}]"
dahmaheca,amaheca,2,"[{'id': 'Y1.16a', 'index': 4}]"
narš,narš,0,"[{'id': 'Y1.16a', 'index': 5}]"
aṣ̌aōnō,aṣ̌aōnō,0,"[{'id': 'Y1.16a', 'index': 6}]"
uγraheca,uγraheca,0,"[{'id': 'Y1.16a', 'index': 7}, {'id': 'Y1.16a', 'index': 8}]"
taxmahe,taxmahe,0,"[{'id': 'Y1.16a', 'index': 9}]"
dāmōiš,dāmōiš,0,"[{'id': 'Y1.16a', 'index': 10}]"
upamanahe,upamanahe,0,"[{'id': 'Y1.16a', 'index': 11}, {'id': 'Y1.16a', 'index': 12}]"
yazatahe,yazatahe,0,"[{'id': 'Y1.16a', 'index': 13}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.16a', 'index': 14}, {'id': 'Y1.17a', 'index': 0}]"
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.17a', 'index': 1}, {'id': 'Y1.17a', 'index': 2}]"
ā̊ŋhąm,ā̊ŋhąm,0,"[{'id': 'Y1.17a', 'index': 3}]"
asaŋhąmca,asaŋhąmca,0,"[{'id': 'Y1.17a', 'index': 4}]"
šōiϑranąmca,šōiϑranąmca,0,"[{'id': 'Y1.17a', 'index': 5}, {'id': 'Y1.17a', 'index': 6}]"
gaōiiaōitananąmca,gaōiiaōitinąmca,3,"[{'id': 'Y1.17a', 'index': 7}]"
gaōiiaōitanąmca,gaōiiaōitinąmca,1,"[{'id': 'Y1.17a', 'index': 8}]"
gaōiiaōitananąmca,gaōiiaōitinąmca,3,"[{'id': 'Y1.17a', 'index': 9}]"
gaōiiaōitanąmca,gaōiiaōitinąmca,1,"[{'id': 'Y1.17a', 'index': 10}]"
maēϑananąmca,maēϑananąmca,0,"[{'id': 'Y1.17a', 'index': 11}, {'id': 'Y1.17a', 'index': 12}]"
auuōxᵛarənanąmca,auuōxᵛarənanąmca,0,"[{'id': 'Y1.17a', 'index': 13}]"
apąmca,apąmca,0,"[{'id': 'Y1.17a', 'index': 14}, {'id': 'Y1.17a', 'index': 15}]"
zəmąmca,zəmąmca,0,"[{'id': 'Y1.17a', 'index': 16}]"
uruuaranąmca,uruuaranąmca,0,"[{'id': 'Y1.17a', 'index': 17}]"
aiŋ́hā̊sca,aiŋ́hā̊sca,0,"[{'id': 'Y1.17a', 'index': 18}, {'id': 'Y1.17a', 'index': 19}]"
zəmō,zəmō,0,"[{'id': 'Y1.17a', 'index': 20}]"
auuaiŋ́heca,auuaŋ́heca,1,"[{'id': 'Y1.17a', 'index': 21}]"
ašnō,ašnō,0,"[{'id': 'Y1.17a', 'index': 22}, {'id': 'Y1.17a', 'index': 23}]"
vātaheca,vātaheca,0,"[{'id': 'Y1.17a', 'index': 24}]"
aṣ̌aōnō,aṣ̌aōnō,0,"[{'id': 'Y1.17a', 'index': 25}]"
strąm,strąm,0,"[{'id': 'Y1.17a', 'index': 26}, {'id': 'Y1.17a', 'index': 27}]"
mā̊ŋhō,mā̊ŋhō,0,"[{'id': 'Y1.17a', 'index': 28}]"
hīrō,hūrō,1,"[{'id': 'Y1.17a', 'index': 29}]"
anaγranąmraōcaŋhąm,,1000,"[{'id': 'Y1.17a', 'index': 30}]"
xᵛaδātanąm,xᵛaδātanąm,0,"[{'id': 'Y1.17a', 'index': 31}]"
vīspanąmca,vīspanąmca,0,"[{'id': 'Y1.17a', 'index': 32}, {'id': 'Y1.17a', 'index': 33}]"
spəṇtahe,spəṇtahe,0,"[{'id': 'Y1.17a', 'index': 34}]"
maińə̄uš,maińiiə̄uš,2,"[{'id': 'Y1.17a', 'index': 35}]"
dāmanąm,dāmanąm,0,"[{'id': 'Y1.17a', 'index': 36}, {'id': 'Y1.17a', 'index': 37}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,"[{'id': 'Y1.17a', 'index': 38}]"
aṣ̌aōninąmca,aṣ̌aōninąmca,0,"[{'id': 'Y1.17a', 'index': 39}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.17a', 'index': 40}]"
raϑβąm,raϑβąm,0,"[{'id': 'Y1.17a', 'index': 41}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.17a', 'index': 42}, {'id': 'Y1.18a', 'index': 0}]"
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.18a', 'index': 1}]"
raϑβō,raϑβō,0,"[{'id': 'Y1.18a', 'index': 2}]"
bərəzatō,bərəzatō,0,"[{'id': 'Y1.18a', 'index': 3}]"
yō,yō,0,"[{'id': 'Y1.18a', 'index': 4}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.18a', 'index': 5}]"
raϑβąm,raϑβąm,0,"[{'id': 'Y1.18a', 'index': 6}]"
aiiaranąmca,aiiaranąmca,0,"[{'id': 'Y1.18a', 'index': 7}, {'id': 'Y1.18a', 'index': 8}]"
asniianąmca,asńiianąmca,1,"[{'id': 'Y1.18a', 'index': 9}]"
māhiianąmca,māhiianąmca,0,"[{'id': 'Y1.18a', 'index': 10}]"
yāiriianąmca,yāiriianąmca,0,"[{'id': 'Y1.18a', 'index': 11}, {'id': 'Y1.18a', 'index': 12}]"
sarəδanąmca,sarəδanąmca,0,"[{'id': 'Y1.18a', 'index': 13}]"
yōi,yōi,0,"[{'id': 'Y1.18a', 'index': 14}]"
həṇti,həṇti,0,"[{'id': 'Y1.18a', 'index': 15}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.18a', 'index': 16}]"
ratauuō,ratauuō,0,"[{'id': 'Y1.18a', 'index': 17}]"
hāuuanōiš,hāuuanōiš,0,"[{'id': 'Y1.18a', 'index': 18}, {'id': 'Y1.18a', 'index': 19}]"
raϑβō,raϑβō,0,"[{'id': 'Y1.18a', 'index': 20}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.18a', 'index': 21}, {'id': 'Y1.19a', 'index': 0}]"
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.19a', 'index': 1}, {'id': 'Y1.19a', 'index': 2}]"
aṣ̌āunąm,aṣ̌āunąm,0,"[{'id': 'Y1.19a', 'index': 3}]"
frauuaṣ̌inąmuγranąm,,1000,"[{'id': 'Y1.19a', 'index': 4}]"
aiβiϑīranąm,aiβiϑūranąm,1,"[{'id': 'Y1.19a', 'index': 5}]"
paōiriiōt̰kaēšanąm,paōiriiōt̰kaēšanąm,0,"[{'id': 'Y1.19a', 'index': 6}, {'id': 'Y1.19a', 'index': 7}]"
frauuašanąm,frauuaṣ̌inąm,2,"[{'id': 'Y1.19a', 'index': 8}]"
nabānazdištanąm,nabānazdištanąm,0,"[{'id': 'Y1.19a', 'index': 9}, {'id': 'Y1.19a', 'index': 10}]"
frauuaṣ̌anąm,frauuaṣ̌inąm,1,"[{'id': 'Y1.19a', 'index': 11}]"
hauuahe,hauuahe,0,"[{'id': 'Y1.19a', 'index': 12}, {'id': 'Y1.19a', 'index': 13}]"
urunō,urunō,0,"[{'id': 'Y1.19a', 'index': 14}]"
frauuašə̄e,frauuaṣ̌ə̄e,1,"[{'id': 'Y1.19a', 'index': 15}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.19a', 'index': 16}, {'id': 'Y1.20a', 'index': 0}, {'id': 'Y1.20a', 'index': 1}]"
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.20a', 'index': 2}]"
vīspaēibiiō,vīspaēibiiō,0,"[{'id': 'Y1.20a', 'index': 3}, {'id': 'Y1.20a', 'index': 4}]"
ašahe,aṣ̌ahe,1,"[{'id': 'Y1.20a', 'index': 5}]"
ratubiiō,ratubiiō,0,"[{'id': 'Y1.20a', 'index': 6}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.20a', 'index': 7}, {'id': 'Y1.20b', 'index': 0}, {'id': 'Y1.20b', 'index': 1}]"
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.20b', 'index': 2}]"
vīspaēibiiō,vīspaēibiiō,0,"[{'id': 'Y1.20b', 'index': 3}, {'id': 'Y1.20b', 'index': 4}]"
vaŋhuδā̊biiō,vaŋhuδā̊biiō,0,"[{'id': 'Y1.20b', 'index': 5}]"
yazataēibiiō,yazataēibiiō,0,"[{'id': 'Y1.20b', 'index': 6}, {'id': 'Y1.20b', 'index': 7}]"
maińiiōibiiascā,maińiiaōibiiascā,1,"[{'id': 'Y1.20b', 'index': 8}]"
gaēϑiiaēibiiascā,gaēϑiiaēibiiascā,0,"[{'id': 'Y1.20b', 'index': 9}, {'id': 'Y1.20b', 'index': 10}]"
yōi,yōi,0,"[{'id': 'Y1.20b', 'index': 11}]"
həṇti,həṇti,0,"[{'id': 'Y1.20b', 'index': 12}]"
yasnii,yasnāi,1,"[{'id': 'Y1.20b', 'index': 13}]"
āica,āiia,1,"[{'id': 'Y1.20b', 'index': 14}]"
vahmiiāica,vaɱiiāca,3,"[{'id': 'Y1.20b', 'index': 15}]"
aṣ̌āt̰,aṣ̌āt̰,0,"[{'id': 'Y1.20b', 'index': 16}]"
haca,haca,0,"[{'id': 'Y1.20b', 'index': 17}, {'id': 'Y1.20b', 'index': 18}]"
yat̰,yat̰,0,"[{'id': 'Y1.20b', 'index': 19}]"
vahištāt̰,vahištāt̰,0,"[{'id': 'Y1.20b', 'index': 20}]"
hāuuanə̄e,hāuuanə̄e,0,"[{'id': 'Y1.20b', 'index': 21}, {'id': 'Y1.21RatuVoc', 'index': 0}, {'id': 'Y1.21RatuVoc', 'index': 1}]"
aṣ̌āum,aṣ̌āum,0,"[{'id': 'Y1.21RatuVoc', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.21RatuVoc', 'index': 3}]"
ratauuō,ratauuō,0,"[{'id': 'Y1.21RatuVoc', 'index': 4}]"
sāuuaŋhə̄e,sāuuaŋhə̄e,0,"[{'id': 'Y1.21RatuVoc', 'index': 5}]"
aṣ̌aūm,aṣ̌ahe,2,"[{'id': 'Y1.21RatuVoc', 'index': 6}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.21RatuVoc', 'index': 7}]"
ratauuō,ratauuō,0,"[{'id': 'Y1.21RatuVoc', 'index': 8}, {'id': 'Y1.21RatuVoc', 'index': 9}]"
rapiϑβina,rapiϑβina,0,"[{'id': 'Y1.21RatuVoc', 'index': 10}]"
aṣ̌āum,aṣ̌āum,0,"[{'id': 'Y1.21RatuVoc', 'index': 11}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.21RatuVoc', 'index': 12}, {'id': 'Y1.21RatuVoc', 'index': 13}]"
ratauuō,ratauuō,0,"[{'id': 'Y1.21RatuVoc', 'index': 14}]"
uzaiieirina,uzaiieirina,0,"[{'id': 'Y1.21RatuVoc', 'index': 15}]"
aṣ̌āum,aṣ̌āum,0,"[{'id': 'Y1.21RatuVoc', 'index': 16}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.21RatuVoc', 'index': 17}]"
ratauuō,ratauuō,0,"[{'id': 'Y1.21RatuVoc', 'index': 18}]"
aiβisrīϑrəma,aiβisrūϑrima,2,"[{'id': 'Y1.21RatuVoc', 'index': 19}]"
aibigaiia,aibigaiia,0,"[{'id': 'Y1.21RatuVoc', 'index': 20}]"
aṣ̌āum,aṣ̌āum,0,"[{'id': 'Y1.21RatuVoc', 'index': 21}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.21RatuVoc', 'index': 22}]"
ratauuō,ratauuō,0,"[{'id': 'Y1.21RatuVoc', 'index': 23}, {'id': 'Y1.21RatuVoc', 'index': 24}]"
ušahina,ušahina,0,"[{'id': 'Y1.21RatuVoc', 'index': 25}]"
aṣ̌āum,aṣ̌āum,0,"[{'id': 'Y1.21RatuVoc', 'index': 26}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.21RatuVoc', 'index': 27}, {'id': 'Y1.21RatuVoc', 'index': 28}]"
ratauuō,ratauuō,0,"[{'id': 'Y1.21RatuVoc', 'index': 29}]"
